,img_href,dt,name,text
532,http://www.stu.ru/images/news/preview/48318.jpg,21/09/01,СТАРТАПЫ университет,"В апреле 2021 года главным инженером Западно-Сибирской железной дороги А.И. Черевко согласована дорожная карта реализации стартап-проекта «Исследование виброакустического загрязнения от сортировочной горки станции Инская и разработка системы защиты селитебных территорий от шума». Работа выполняется под руководством заведующей кафедрой «Безопасность жизнедеятельности», канд. экон. наук  В.Л. Павловой. Проект является весьма актуальным, так как железнодорожный транспорт  зачастую становится причиной жалоб на излишний уровень шума, и по экспертным оценкам около 10% населения подвержено этому вредному воздействию. Специалистами кафедры «Безопасность жизнедеятельности» в рамках реализации проекта выполнено инструментальное измерение значений виброакустических параметров сортировочной горки и затухания шума на местности. Исследовательская группа приступила к анализу существующих возможностей по защите прилегающих территорий от шума как в источнике, так и на пути его распространения.  Рассмотрены с точки зрения эффективности шумозащитные экраны прямой и криволинейной конфигурации с различным наполнением, в частности, акустические трехслойные сэндвич-панели с наполнителем из пенополиизоцианурата. Так же анализируется целесообразность применения точечного домкратовидного замедлителя и различных модификаторов трения.  "
533,http://www.stu.ru/images/news/preview/48317.jpg,21/09/01,Преподаватель СГУПС признан лучшим молодым исследователем НС,"В соответствии с распоряжением Правительства Новосибирской области №268-рп от 05.07.2021 г.  доценту кафедры «Технология транспортного машиностроения и эксплуатация машин», кандидату технических наук Коларжу Сергею Александровичу присвоено звание лауреата именной премии правительства Новосибирской области в номинации «Лучший молодой исследователь». Премия присуждена за выполнение научно-исследовательской работы «Разработка методики и средств цифрового контроля фактического состояния элементов транспортной системы». Данная тематика научной деятельности соответствует приоритетным направлениям научной, научно-технической и инновационной деятельности Новосибирской области.С.А. Коларж имеет 20 публикации в журналах, включенных в систему Российского индекса научного цитирования и 5 публикаций включенных в реферативную базу данных SCOPUS, традиционно принимает активное участие в конкурсах научных работ регионального и федерального уровней.Научная и педагогическая работа, проводимая С.А. Коларжем отмечена благодарственными письмами начальника Западно-Сибирской железной дороги, губернатора Новосибирской области и мэра г. Новосибирска."
534,http://www.stu.ru/images/news/preview/48316.jpg,21/08/30,СГУПС  принял активное участие в форуме «Технопром-2021,"С 25 по 27 августа в Новосибирске в восьмой раз прошел форум технологического развития «Технопром 2021». Участие в форуме можно было принять как в онлайн, так и в офлайн - формате при условии наличия отрицательного ПЦР теста, сделанного за 72 часа до мероприятия или позднее. Тематическими треками форума были:зеленые технологии для индустрии и качества жизни;прорывные технологии и Мегасайенс;кооперация науки и индустрии, научно-образовательные центры мирового уровня;венчурные инвестиции и трансфер технологий;образовательный трек;цифровые технологии;программа научно-технологического развития, национальная технологическая инициатива.В форуме приняли участие председатель правительства Российской Федерации Дмитрий Чернышенко, первый заместитель председателя Государственной думы ФС РФ Александр Жуков, губернатор Новосибирской области Андрей Травников и министр науки и высшего образования РФ Валерий Фальков.От Сибирского государственного университета путей сообщения в рамках Международного форума в интеллектуальной дуэли «Алгоритмы перезагрузки: слияние человека и технологий» 27 августа 2021 г., приняла участие выпускница факультета УПП, гр. Д-514, Д.С. Манзурова – призер Олимпиады «Я – профессионал». С докладами на тему: «Какими мне видятся лидеры будущего?» выступили магистранты и студенты: Е.М. Саломатов, М.Н. Хмелевская, Ю.И. Бугакина,  Ю.Е. Леоненко. В рамках форума проходит и специальное мероприятие -Международный бизнес-акселератор «Сибирское лидерство», который проводит СГУПС после победы во Всероссийском конкурсе Росмолодежи  среди молодёжных проектов образовательных организаций высшего образования.  Также в инвестиционном питчинге человекоцентричных добровольческих команд студентов и школьников PhiТон в качестве экспертов для оценки представляемых проектов приняли участие Е.В. Грохотова, Р.В. Чернавин, Е.С. Яценко. Итоги работы форума в 2021 году детально представят главе государства на Совете по науке предположительно осенью."
535,http://www.stu.ru/images/news/preview/48315.jpg,21/08/27,Студент СГУПСа – чемпион V Летней Спартакиады молодежи России 202,"Студент СГУПСа Герман Теленин (МАУ-211) стал чемпионом V Летней Спартакиады молодежи России 2021 года по стендовой стрельбе.В спортивной дисциплине СКИТ Герман показал лучший результат в соперничестве с 32 участниками. Соревнования проходили в Республике Татарстан (КСС «Свияга», д. Медведково)."
536,http://www.stu.ru/images/news/preview/48314.jpg,21/08/26,"Онлайн-интенсив для первокурсников ""PreSTUdy. Университет начинается здесь","Специально для первокурсников проводится образовательный онлайн- интенсив, состоящий из вебинаров, практикумов, заданий и квизов. Интенсив дает универсальные техники обучения, которые можно применить в самых разных областях жизни - от учебы до творчества, науки и спорта.Каждый первокурсник, который пройдёт данный интенсив получит ответы на свои вопросы, а также на вопросы:-  Зачем мне учиться?-  Почему именно в СГУПС?-  Как найти время на учебу, работу и личную жизнь?Также получит доступ к уникальной информации по всем направлениям деятельности университета.По итогам программы всем слушателиям выдадут сертификаты участника образовательного интенсива — это отличный старт для формирования индивидуального портфолио!Лучшие участники интенсива смогут поучаствовать в таких брендовых мероприятиях, как ""Точка отсчета"", «STU-лига СГУПС», станут востребованными и крутыми студентами 2021 года , а также получат уникальные призы.Заполнять анкету и открывать свои новые возможности можно здесь:  https://forms.gle/ak9gCUPPRX372wEc9"
537,http://www.stu.ru/images/news/preview/48313.jpg,21/08/26,Открытие проекта «Сибирское лидерство 2021,"Открытие проекта ""Сибирское лидерство 2021"" состоится 27 августа в рамках VIII Международного форума технологического развития ""Технопром-2021"". На Технопроме участники смогут принять участие в работе секции по международным коммуникациям, спикерами которой выступят:•	Сампсон Увем-Эдимо Ф., руководитель российской организации нигерийской диаспоры в Европе;•	Суберу Эндрю Озигис, представитель российской организации нигерийской диаспоры в Европе;•	Зыонг Куанг Минь - Director VietNga Travel Consulting;•	Кирилл Радченко, руководитель Русско-Азиатского союза промышленников и предпринимателей (Санкт-Петербург);•	Михаил Деревянко, представитель особой экономической зоны Россия - Китай;•	Максим Осповат, глава представительства Итало-Российской торговой палаты в Санкт-Петербурге.Гости обсудят вопросы глобальной концепции предпринимательства, влияния культурного кода и особенностей ведения бизнеса в конкретной стране. Также поделятся успешными практиками по выходу на международные рынки в период пандемии и расскажут о возможностях программы международной бизнес-акселерации.Напоминаем, что в течение трех дней проекта участники пройдут программу бизнес-акселерации и проведут проектные сессии с экспертами программы. Помимо этого, участников ждёт насыщенный образовательный блок, в рамках которого состоятся семинары и лекции о федеральных и региональных экспертов."
538,http://www.stu.ru/design/news.jpg,21/08/26,Поздравления с Днём знани,
539,http://www.stu.ru/images/news/preview/48312.jpg,21/08/24,Студотряды СГУПСа помогут в реконструкции БАМ,"12 августа состоялась встреча министра обороны Российской Федерации С.К.Шойгу со студенческими отрядами. СГУПС был представителем всех железнодорожных вузов России. Встреча проходила в поселке Верхнезейск Амурской области. Именно здесь Сергей Кужугетович Шойгу дал старт реконструкции восточной ветки Байкало-Амурской магистрали. Введение этой дороги в эксплуатацию увеличит транспортные возможности Восточной Сибири. Окончание работ ожидается к концу 2024 года. После торжественной церемонии закладки камня по случаю начала реконструкции министр обороны встретился со студентами Дальневосточного государственного университета путей сообщения и с представителями российских студенческих отрядов. Студенческие отряды выступили с инициативой организовать Всероссийскую студенческую стройку на объектах строительства нового отрезка БАМа. Сергей  Шойгу положительно отреагировал на данную инициативу и пообещал, что к концу октября будет сформирована потребность в численности стройотрядов. Также договорились совместно проработать вопрос по определению требований к квалификации студентов, чтобы участники студенческих отрядов могли заранее пройти обучение по необходимым рабочим специальностям. – БАМ – это грандиозная стройка прошлого века, которая имела стратегически важное значение для нашей страны. Сегодняшняя реконструкция играет не менее весомую роль. Привлечение студентов на такие глобальные проекты дает возможность молодежи чувствовать сопричастность к жизни страны, повышает мобильность населения и позволяет развивать территории. При организации всероссийской стройки мы, конечно же, будем прорабатывать все вопросы проживания, питания, логистики для студентов. Главное, что сами студенты готовы работать на стройке. Для участия в проекте среди студенческих отрядов будет проводиться конкурсный отбор, – прокомментировал Михаил Киселев, руководитель Центрального штаба российских студенческих отрядов.В беседе Сергей Кужугетович рассказал, как сам работал в строительном отряде на Таймыре.Отвечая на вопрос о том, может ли студент из стройотряда на БАМе заработать больше средней ставки оплаты труда в РФ, Шойгу сказал, что это возможно.– Можно конечно, почему нет? Студенты должны иметь такую возможность – заработать больше, чем, скажем, подрабатывая на каникулах, – сказал он. – Мы в свое время ехали на стройки подзаработать, а романтика была «по пути». Умение играть на гитаре и красиво петь песни не избавляли от необходимости работать по 16 часов в сутки, получая за это соответствующее вознаграждение.От российских студенческих отрядов во встрече принимали участие командир Центрального штаба РСО Михаил Киселев, командир студенческих отрядов Сибирского федерального округа Алексей Потейко, командир студенческих отрядов Москвы Юлия Дрожжина, командир студенческих отрядов Иркутской области Ольга Баранова, председатель правления студенческих отрядов Самарской области Владимир Усов, начальник управления кадрами и делами, к.э.н. Сибирского государственного университета путей сообщения Алексей Абраменко, руководитель пресс-службы РСО Екатерина Князева.Напомним, что студенческие отряды Иркутской области уже участвуют в реконструкции БАМа и ежегодно около 100 человек работают на некоторых участках Байкало-Амурской магистрали.Что касается ССО СГУПСа, то им предстоит отправиться на БАМ уже в будущем году. Планируется, что университет делегирует на легендарную магистраль несколько отрядов. Уместно напомнить, что перед Олимпийскими Играми в Сочи (2014 год) на возведении там олимпийских объектов трудились пять студенческих строительных отрядов нашего университета, а ССО «Эшелон» становился лучшим на Всероссийской студенческой стройке.  "
540,http://www.stu.ru/design/news.jpg,21/08/09,"Выпускники СГУПСа в составе волейбольной сборной России стали серебряными призерами Олимпийских игр в Токио, которые завершились 8 августа","В захватывающем финале наша сборная уступила Франции 2:3. Россияне проиграли две начальные партии, а затем смогли сравнять счет. К сожалению, на заключительный сет сил у россиян не хватило: они проиграли  его со счетом 12:15.  В составе российской сборной выступали выпускники СГУПСа Валентин Голубев и Ильяс Куркаев. Россияне в третий раз выступали в решающем матче Олимпийских игр. В 2000 году сборная России уступила Югославии, а в 2012-м победила Бразилию. "
541,http://www.stu.ru/images/news/preview/48311.jpg,21/07/27,Выпускники СГУПСа в составе волейбольной сборной защищают честь России на олимпийских играх в Токи,"С 23-го июля 2021 года в Токио проходят летние олимпийские игры, которые были перенесены с 2020-го года в связи со случившейся пандемией коронавируса.Мужская волейбольная сборная России, в состав которой вошли два выпускника СГУПСа – Валентин Голубев и Ильяс Куркаев, 26-го июля 2021 г. в отборочном туре на олимпийских играх в Токио обыграла сборную США в общем счете 3-1 (25:23, 27:25, 21:25, 25:23). Тяжелейшая борьба – все партии шли достаточно ровно, но россияне на характере смогли вырвать победу. Для нашей команды это вторая победа на групповом этапе, ведь 24-го июля российские волейболисты обошли сборную Аргентины со счетом 3-1 (21:25, 25:23, 25:17, 25:21).  Впереди еще встречи 28-го июля с Бразилией, 30-го июля с Францией и 1-го августа с Тунисом.  Продолжаем следить за ними и надеемся увидеть игру наших выпускников в четвертьфинале."
542,http://www.stu.ru/images/news/preview/48310.jpg,21/07/23,"На базе СГУПСа запускается ""Сибирское лидерство","В Новосибирске запускается Международный бизнес-акселератор «Сибирское лидерство». Он пройдет с 27 по 29 августа на базе Сибирского государственного университета путей сообщения уже в 4-й раз. По словам координатора проекта «Сибирское лидерство» Сергея Борисова, «сегодня в условиях глобальной автоматизации и цифровизации на первый план выходит качество интеллектуальных ресурсов человека, существенно возрастает роль личности, обладающей высоким креативным потенциалом, стрессоустойчивостью, эмоциональным интеллектом и т.д. Основной вызов современности - скорость изменений и управления ими. На протяжении четырёх лет мы реализуем проект «Сибирское лидерство», который способствует формированию у молодых людей «гибких» навыков, важных вне зависимости от их профессии и сферы деятельности».Проект направлен на объединение молодых предпринимателей, общественных деятелей и ученых, членов студенческих объединений и клубов, органов студенческого самоуправления.В рамках бизнес-акселератора участников ждет образовательная и деловая программа, посвященная основам и возможностям международного сотрудничества и развитию soft skills навыков. А также пройдут мастер-классы и семинары на тему: «Управление проектами на международном рынке» под руководством федеральных и региональных экспертов.Отбор участников осуществляется на открытой конкурсной основе. Финалисты программы смогут повысить квалификацию по программе «Управление проектами на международном рынке» и представить свой бизнес-проект на международном треке в городах КНР, Нигерии, Вьетнама и ОАЭ.30 лучших участников смогут бесплатно получить «Удостоверения о повышении квалификации» установленного образца, что является прекрасной возможностью для развития надпрофессиональных навыков и личностного роста.Торжественная церемония открытия «Сибирское лидерство» состоится 27 августа в рамках VIII Международного форума технологического развития «Технопром-2021».Для справки:«Сибирское лидерство» - экспортно-ориентированная, образовательная и деловая программа для ярких и целеустремленных представителей конкурентоспособных бизнес-проектов в сфере культуры, науки и технологий.Цель программы - популяризация экспорт-ориентированной деятельности и предпринимательства, создание площадки открытых коммуникаций между резидентами международных рынков, институтами развития и представителями власти.Международный форум технологического развития «Технопром-2021» является крупнейшим ежегодным мероприятием в Российской Федерации, посвященным вопросам технологического лидерства в современных условиях.Основная тема форума «Научно-технологическое развитие: вопросы и ответы» посвящена выработке стратегических решений по повышению конкурентоспособности российской науки и промышленности, приоритетам научно-технологического развития, повышению инвестиционной привлекательности отечественных исследований и разработок, совершенствованию территорий научно-технологического развития и вопросам проведения государственной научно-технологической политики.Регистрация на международный бизнес-акселератор «Сибирское лидерство»: https://forms.gle/eXBJynegdQvB7d5YA по 23 августа включительно."
543,http://www.stu.ru/images/news/preview/48309.jpg,21/07/22,Первое место НТЖТ в олимпиаде на лучший дипломный проек,"В соответствии с Приказом Федерального агентства железнодорожного транспорта № 137 от 22 марта 2021г. была проведена Олимпиада дипломных проектов среди студентов образовательных организаций, находящихся в ведении Федерального агентства железнодорожного транспорта в 2021г.13 июля 2021г. в структурном подразделении Сибирского государственного университета путей сообщения «Новосибирский техникум железнодорожного транспорта» прошел второй тур олимпиады дипломных проектов среднего профессионального образования по специальности «Организация перевозок и управление на транспорте».По результатам оценок участников первого этапа второго тура олимпиады конкурсная комиссия присудила Наталье Андреевне Чудиновой, студентке Новосибирского техникума железнодорожного транспорта, первое место. Протоколы оценок дипломных проектов трех победителей олимпиады и общие результаты представлены ниже:Протокол ЧудиноваПротокол ДениченкоПротокол МедведевойРезультаты оценок первого этапа второго тура"
544,http://www.stu.ru/images/news/preview/48308.jpg,21/07/20,СГУПС вошел в топ-100 Рейтинга лучших российских вузов по версии hh.r,"HeadHunter (hh.ru) — крупнейшая российская компания интернет-рекрутмента, развивающая бизнес в России, Белоруссии, Казахстане, составила Рейтинг вузов России hh.ru по успешности трудоустройства выпускников.   Стратегия компании — инвестиции в новые технологии, совершенствование существующих и разработка новых сервисов в сфере управления персоналом. Клиентами HeadHunter являются свыше 350 тыс. компаний.При подготовке  Рейтинга вузов России по успешности трудоустройства выпускников эксперты hh.ru проанализировали 3,9 млн (!) резюме российских соискателей с высшим образованием, представленных на рынке труда в течение 2020 — первого полугодия 2021 года.В рейтинге участвовали 300 (!) российских вузов с численностью от 3 тысяч студентов (за исключением вузов Москвы и военных учебных заведений). Анализировались зарплатные ожидания выпускников вузов разных лет. Эксперты также рассматривали, какая доля управленцев и представителей высшего менеджмента была среди общего числа соискателей с дипломом соответствующего вуза.  Таким образом, уровень привлекательности и представленности их выпускников на рынке труда оценивался по 4 параметрам:•	уровень зарплат, на которые они претендовали в течение 2020 — 1 полугодия 2021 года;•	доля выпускников вузов, претендовавших на позиции высшего менеджмента;•	количество резюме выпускников вузов в профобласти «Высший менеджмент»;•	общее количество резюме выпускников вузов.Каждый этап оценки имел равнозначный вес в итоговом балле — по 25%. Четыре независимые оценки суммировались  согласно своему весу и определяли итоговое место вуза в рейтинге. Событие активно освещалось в СМИ — результаты рейтинга представлены в 65 сетевых изданиях.В результате анализа выпускников вузов  были сделаны следующие выводы:•	Наиболее высокими зарплатными ожиданиями отличаются выпускники медицинских вузов, на втором месте — технические вузы.•	Самые низкие ожидания по заработной плате — у специалистов с дипломами аграрных и педагогических вузов.•	Доля топ-менеджеров, как правило, выше среди выпускников технических и гуманитарных вузов. Среди регионов можно выделить Новосибирскую область и Приморский край.•	Реже всего руководящие позиции в компаниях занимают специалисты с дипломами медицинских и педагогических вузов.СГУПС стал 71-м из проанализированных 300 -сот вузов и вошел в топ-100   со следующими показателями  оцениваемых параметров:•	Средние ожидаемые зарплаты - 54807руб. (максимум 69469 руб.);•	Доля выпускников, претендующих на позиции высшего менеджмента -  4,2 % ( максимум 4,8%);•	Итоговый балл  104,4 ( максимум 135,9).И это не случайно. Ведь в СГУПСе  студенты не только получают качественное  современное образование, но и ведут активное саморазвитие  на инновационных площадках вуза, в творческих коллективах,  тренируют свои управленческие навыки на практике. Весь полученный опыт, несомненно,  дает существенный  вклад  в построение дальнейшей  карьерной траектории. "
545,http://www.stu.ru/images/news/preview/48307.jpg,21/07/20,Деканы познакомят абитуриентов с факультетам,"На следующей неделе, с 22 июля по 3 августа, СГУПС организует личные встречи деканов факультетов с абитуриентами. Деканы познакомят с факультетами, подробно расскажут о возможностях развития во время обучения в СГУПСе и возможностях дальнейшего трудоустройства, а также ответят поступающим на все интересующие вопросы.В связи с эпидемиологической обстановкой часть встреч пройдет очно, часть – дистанционно в ZOOM. Расписание очных и дистанционных встреч представлено ниже.Расписание встреч с ссылками для дистанционного входа через ZOOM представлено здесь "
546,http://www.stu.ru/images/news/preview/48305.jpg,21/07/13,Прошел студенческий выпускной 2021 Минобра Росси,"В  субботу, 10 июля,  прошел концерт «Студенческий выпускной 2021» в он-лайн формате. Наши выпускники, их родители и просто все желающие могли независимо от места нахождения смотреть  трансляцию  на сайте и на официальной странице платформы «Россия – страна возможностей» ВКонтакте. Организаторами выступили президентская платформа «Россия — страна возможностей» и Министерство науки и высшего образования РФ. В этом году праздник посвящен Году науки и технологий. Было много интересных встреч, теплых слов, поздравлений, начиная с первых лиц страны и лично от президента России – Владимира Путина.Ведущими онлайн-марафона стали российский певец, телеведущий, шоумен, участник команды КВН «Камызяки» Вячеслав Макаров и ведущий, руководитель команды КВН «Михаил Дудиков» Александр Шахназарян.В течение всего дня артисты и блогеры в прямом эфире  смотрели и комментировали лучшие творческие студенческие выступления 2020/2021 учебного года. Также шли прямые эфиры со студентами из разных уголков страны. Выпускники могли задать вопросы о выстраивании своего дальнейшего профессионального пути уже состоявшимся профессионалам, а также увидеть выступления любимых артистов. Партнеры мероприятия в прямом эфире разыгрывали ценные подарки и призы.Гостями выпускного стали Министр науки и высшего образования Российской Федерации Валерий Фальков, генеральный директор АНО «Россия — страна возможностей» Алексей Комиссаров, руководитель Образовательного Фонда «Талант и успех» Елена Шмелева, руководитель Росмолодежи Ксения Разуваева и многие другие.Онлайн-марафон стал завершением череды мероприятий для выпускников, которые проходили весь июнь. Среди них – акция в социальных сетях #СНаукойвСердце, которая собрала более 5 тысяч историй успеха, интеллектуальная игра «Зачет», объединившая 300 студенческих команд, и онлайн-конкурс «Лучшая академическая группа выпускников».Партнеры мероприятия – Федерация регби России, «ЛитРес» – сервис электронных и аудиокниг №1 в России и странах СНГ», «Город» – бонусная коалиционная программа для держателей транспортной карты «Тройка», ВКонтакте, Федерация бокса России."
547,http://www.stu.ru/images/news/preview/48304.jpg,21/07/12,СГУПС включен в Международный рейтинг вузов ARE,"Сибирский государственный университет путей  сообщения вошел в пятерку лучших вузов Новосибирска и университетов путей сообщения России согласно рейтингу Европейской научно-промышленной палаты (ARES).Европейская научно-промышленная палата была создана в 1992 году в Европе и сегодня осуществляет ряд важнейших функций.  Представительство ЕНПП  было создано в РФ для поддержки двусторонних правительственных соглашений, достигнутых между ЕС и РФ.Рейтинг вузов Academic Ranking of World Universities-European Standard  (ARES) существует 9-й год, и в этом году количество учаcтников существенно увеличилось по сравнению с прошлым. Цель ARES-2020  – оценить способность университетов обеспечивать студентов необходимыми знаниями, участие учебного заведения в научно-исследовательской деятельности и карьерные перспективы выпускников. Подсчет рейтинга ARES происходит автоматически, исключая «человеческий фактор». В качестве критериев оценки принимаются Европейские стандарты высшего образования, которые получили одобрение Группы по координации Болонского процесса BFUG и были утверждены Конференцией министров высшего образования EC.  Среди критериев, которые анализировались: качество преподавания; процесс обучения; применение современных цифровых технологий; достижения профессорско-преподавательского состава; международная деятельность вуза, взаимодействие с работодателями.Помимо определения позиций в рейтинге, Европейская научно-промышленная палата дает оценку вузам-участникам, подразделяя их на 4 категории: A, B, C, D по уровню качества преподавания, научной деятельности и востребованности выпускников работодателями.Категория  А (AAA, AA+, AА, А+, А)Категория B (BBB+, BBB, BB+, BB, B+, B)Категория C (CCC+, CCC, CC+, CC, C+, C)Категория D (DDD+, DDD, DD+, DD, D+, D)High quality performance ( высокое качество исполнения)Good quality performance ( хорошее качество исполнения)Sufficient quality performance  (достаточное качество исполнения)Conditional failure (вузы данной категории не попадают в рейтинг)По итогам СГУПС  занял 165 место (В+) из 278 (МИИТ- на 54 месте, ПГУПС- 149, ИрГУПС- 154, РГУПС-192, ОмГУПС-221).  И этот высокий уровень европейской оценки адекватно отражает большую работу новосибирского университета путей сообщения по развитию внедряемого им качества образования, инновационных разработок, технологий и взаимодействия с потенциальными работодателями.  Стоит напомнить, что сегодня наш университет  имеет новый статус – «федеральная инновационная площадка» (ФИП). Он присваивается образовательным организациям, реализующим инновационные проекты или программы, которые имеют существенное значение для обеспечения модернизации и развития системы образования. Это открывает возможности реализовать новые инновационные решения в сфере инженерного образования и цифровизации. Университет является ФИП, составляющей инновационную инфраструктуру в сфере высшего образования и соответствующего дополнительного профессионального образования. В СГУПСе по онбординг-программе работает  Центр развития инновационных компетенций. Также молодежь развивается в бизнес-инкубаторе, претворяя научные разработки в жизнь. Студенты получают международные двойные дипломы,  рабочие профессии, практический опыт, навыки проектной работы и огромные возможности для самореализации в различных сферах. Такие выпускники имеют высокую квалификацию и высоко востребованы. Ежегодно проходит их распределение и трудоустройство в ведущие компании страны (транспортные, строительные, финансовые и др.),  в том числе и за рубеж.  "
